A,A*,B,B+,C,C+,D,D+,E,F,S,S^,X,course_code,course_title,prof_name,semester,year,id
,,,1,,,,,,,,,,PHY632A,TRANSPORT IN MESOSCOPIC SYSTEMS,Anjan Kumar Gupta,1,2023-24,214
,,,,1,2,,1,,,,,,PHY632,TRANSPORT IN MESOSCOPIC SYSTEMS,Anjan Kumar Gupta,1,2023-24,215
10,1,4,5,9,5,10,3,,5,,,,PHY210A,THERMAL PHYSICS,Anjan Kumar Gupta,2,2022-23,216
22,2,23,,52,,42,,,15,,,,PSO201A,QUANTUM PHYSICS,Anjan Kumar Gupta,2,2021-22,217
,1,1,1,,,,,,,,,,EE679,SMART GRID TECHNOLOGIES,Ankush Sharma,1,2024-25,218
,1,,,1,,,,,1,,,,EE698B,SMART GRID TECHNOLOGY APPLICATIONS,Ankush Sharma,2,2023-24,219
,2,,,,,,,,,,,,EE679A,SMART GRID TECHNOLOGIES,Ankush Sharma,1,2023-24,220
,,1,,1,2,3,,,,,,,EE679,SMART GRID TECHNOLOGIES,Ankush Sharma,1,2023-24,221
1,1,1,3,,1,,,,,,,,EE698B,SMART GRID TECHNOLOGY APPLICATIONS,Ankush Sharma,2,2022-23,222
5,1,6,3,,2,,,,,,,,MBA784M,DERIVATIVES & RISK MANAGEMENT FOR THE ENERGY AND ENVIRONMENTAL MARKETS,Anoop Singh,1,2024-25,223
3,,3,1,,,,,,,,,,MBA784M,DERIVATIVES & RISK MANAGEMENT FOR THE ENERGY AND ENVIRONMENTAL MARKETS,Anoop Singh,2,2023-24,224
1,1,11,6,9,9,13,10,,13,,,,MSE303,ELECTRONIC & MAGNETIC PROPERTIES OF MATERIALS,Anshu Gaur,1,2024-25,225
,,3,1,5,8,1,3,,1,,,,MSE303A,ELECTRONIC & MAGNETIC PROPERTIES OF MATERIALS,Anshu Gaur,3,2023-24,226
9,5,13,7,14,10,9,15,2,8,,,,MSE205,PHYSICS OF MATERIALS,Anshu Gaur,2,2023-24,227
3,1,10,7,8,16,10,11,,18,,,,MSE303A,ELECTRONIC & MAGNETIC PROPERTIES OF MATERIALS,Anshu Gaur,1,2023-24,228
1,,2,2,4,3,6,2,,2,,,,MSE624A,ENERGY MATERIALS AND TECHNOLOGIES,Anshu Gaur,2,2022-23,229
3,,21,17,32,,5,10,1,1,,,,CE666,AIR POLLUTION AND ITS CONTROL,Anubha Goel,1,2024-25,230
21,2,31,12,5,3,,,,,,,,CE766,AGRICULTURAL SUSTAINABILITY AND CLIMATE CHANGE,Anubha Goel,2,2023-24,231
35,,46,19,25,30,11,12,2,,,,,CE212,ENVIRONMENT AND SUSTAINABILITY,Anubha Goel,1,2023-24,232
,4,10,7,5,17,,,,2,,,,CE768A,TOWARDS SUSTAINABLE MANAGEMENT OF PLASTIC POLLUTION,Anubha Goel,2,2022-23,233
3,1,1,,,1,,,,,,,,ME751,COMPUTER AIDED ENGINEERING DESIGN,Anupam Saxena,1,2024-25,234
,,5,,,2,,,,,,,,ME851,COMPLIANT MECHANISMS,Anupam Saxena,2,2023-24,235
2,,,1,3,2,1,4,,,,,,ME751A,COMPUTER AIDED ENGINEERING DESIGN,Anupam Saxena,1,2023-24,236
,,,1,2,1,,,,,,,,ME751,COMPUTER AIDED ENGINEERING DESIGN,Anupam Saxena,1,2023-24,237
1,,1,,,,,,,1,,,,ME676A,NON - LINEAR FINITE ELEMENT METHODS IN SOLID MECHANICS,Anupam Saxena,2,2022-23,238
2,2,11,3,12,8,6,6,,7,,,,ME621,INTRODUCTION TO SOLID MECHANICS,Anurag Gupta,1,2024-25,239
2,,,3,,,,,,,,,,ME721,THEORY OF PLASTICITY,Anurag Gupta,2,2023-24,240
2,,,5,,,,,,,,,,ME698C,ELEMENTS OF SHELL THEORY,Anurag Gupta,1,2023-24,241
2,,4,5,,,,,,4,,,,ME622A,INTRODUCTION TO CONTINUUM MECHANICS,Anurag Gupta,2,2022-23,242
5,1,11,11,4,17,2,4,,,,,,ME621A,INTRODUCTION TO SOLID MECHANICS,Anurag Gupta,1,2022-23,243
9,1,5,1,3,6,,3,,,,,,CHE616,INTRODUCTION TO GRANULAR MECHANICS,Anurag Tripathi,1,2024-25,244
31,,19,58,,2,,,,,,,,CHE391A,UNIT OPERATION LABORATORY -I,Anurag Tripathi,2,2023-24,245
9,,26,14,17,24,15,10,,3,,,,CHE312A,HEAT TRANSFER & ITS APPLICATIONS,Anurag Tripathi,1,2023-24,246
16,,33,25,15,25,,,,1,,,,CHE391A,UNIT OPERATION LABORATORY -I,Anurag Tripathi,2,2022-23,247
6,,12,6,10,14,6,6,,8,,,,CHE611A,TRANSPORT PHENOMENA,Anurag Tripathi,1,2022-23,248
5,,3,,,,,,,,,,,CHE616A,INTRODUCTION TO GRANULAR MECHANICS,Anurag Tripathi,1,2021-22,249
4,3,3,8,15,21,8,3,,1,,,,BSE221,BIOCHEMISTRY,Anusmita Sahoo,1,2024-25,250
,1,6,,15,11,14,10,,5,,,,BSE221,BIOCHEMISTRY,Anusmita Sahoo,1,2023-24,251
14,39,3,7,1,4,,,,,,,,MTH628,TOPICS IN TOPOLOGY,Aparna Dar,2,2023-24,252
,,,,,,,,,,98,,,MTH399A,TECHNICAL COMMUNICATION SKILLS,Aparna Dar,1,2023-24,253
18,24,5,8,,,,,,1,,,,MTH628A,TOPICS IN TOPOLOGY,Aparna Dar,2,2022-23,254
,,,,,,,,,,71,,,MTH399A,TECHNICAL COMMUNICATION SKILLS,Aparna Dar,1,2022-23,255
31,22,32,,1,,,,,,,,,MTH304A,TOPOLOGY,Aparna Dar,2,2021-22,256
,,1,2,,,1,,,,,,,CHM443A,INORGANIC CHEMISTRY LAB,Apparao Draksharapu,2,2023-24,257
11,,7,27,1,,,,,,,,,CHM443,INORGANIC CHEMISTRY LAB,Apparao Draksharapu,2,2023-24,258
55,,146,351,3,41,,,,1,,,,CHM111,CHEMISTRY LABORATORY,Apparao Draksharapu,1,2023-24,259
,,,3,,,,,,5,,,,CHM101A,CHEMISTRY LABORATORY,Apparao Draksharapu,1,2023-24,260
34,1,11,,4,,5,,,1,,,,CHM443A,INORGANIC CHEMISTRY LAB,Apparao Draksharapu,2,2021-22,261
4,1,9,9,4,8,,1,,,,,,BSE661,BIOLOGICAL MEMBRANES,Appu Kumar Singh,1,2024-25,262
2,,3,3,1,5,,,,,,,,BSE661A,BIOLOGICAL MEMBRANES,Appu Kumar Singh,1,2023-24,263
3,2,,1,,,,,,,,,,BSE661,BIOLOGICAL MEMBRANES,Appu Kumar Singh,1,2023-24,264
11,3,9,9,4,4,1,,,,,,,BSE661A,BIOLOGICAL MEMBRANES,Appu Kumar Singh,1,2022-23,265
12,3,11,,5,,,,,,,,,BSE661A,BIOLOGICAL MEMBRANES,Appu Kumar Singh,1,2021-22,266
1,3,3,2,,,,,,1,,,,PHY652,INTRODUCTION TO CONFORMAL FIELD THEORY,Apratim Kaviraj,1,2024-25,267
6,1,22,6,27,47,16,26,,5,,,,CE351,FOUNDATION DESIGN,Arghya Das,1,2024-25,268
1,,4,,,2,,2,,,,,,CE637,CONSTITUTIVE MODELING OF FRICTIONAL MATERIALS,Arghya Das,2,2023-24,269
,,,,,,,,,,278,,12,CE341,CIVIL ENGINEERING COMMUNICATION SKILLS,Arghya Das,1,2023-24,270
,,1,,,1,1,,,1,,,,CE242A,CIVIL ENGINEERING MATERIALS,Arghya Das,1,2023-24,271
4,,1,1,,,,,,,,,,CE491A,UNDER GRADUATE RESEARCH -II,Arghya Das,1,2022-23,272
,,1,1,13,5,26,23,,21,,,,MTH301,ANALYSIS - I,Arijit Ganguly,1,2024-25,273
1,,6,6,22,19,29,17,,37,,,,MTH403A,COMPLEX ANALYSIS,Arijit Ganguly,1,2023-24,274
2,,,,,,,,,,1,,,MTH638A,ABSTRACT HARMONIC ANALYSIS,Arijit Ganguly,2,2022-23,275
2,,5,,19,,46,,,,,,,MTH421A,ORDINARY DIFFERENTIAL EQUATIONS,Arijit Ganguly,2,2021-22,276
2,,,,,,,,,,,,,MTH669A,ERGODIC THEORY & APPLICATIONS TO METRIC NUMBER THEORY,Arijit Ganguly,1,2021-22,277
20,3,56,40,69,95,29,43,,20,,,,PHY112,CLASSICAL DYNAMICS,Arijit Kundu,1,2024-25,278
,,2,1,5,3,17,7,,15,,,,PHY112,CLASSICAL DYNAMICS,Arijit Kundu,3,2023-24,279
,,,,,,,2,,,,,,PHY102A,PHYSICS-I,Arijit Kundu,3,2023-24,280
8,,1,1,,,,,,,1,,,PHY607,QUANTUM MANY BODY PHYSICS,Arijit Kundu,2,2023-24,281
3,,3,5,,,,,,,,,,PHY698,M.SC.RESEARCH PROJECT I,Arijit Kundu,1,2023-24,282
6,1,,4,,,,,,,,,,PHY696,M.SC.RESEARCH PROJECT I,Arijit Kundu,1,2023-24,283
7,1,7,6,3,3,2,1,,2,,,,PHY685,INTRODUCTION TO QUANTUM FIELD THEORY,Arjun Bagchi,1,2024-25,284
2,1,4,5,1,,,,,1,,,,PHY781,HIGH ENERGY PHYSICS II,Arjun Bagchi,2,2023-24,285
4,1,5,7,3,3,2,3,,1,,,,PHY681A,QUANTUM FIELD THEORY,Arjun Bagchi,1,2023-24,286
2,,1,2,,,1,,,,,,,PHY681,QUANTUM FIELD THEORY,Arjun Bagchi,1,2023-24,287
13,2,21,,21,,12,,,4,,,,PHY422A,MATHEMATICAL METHODS II,Arjun Bagchi,2,2021-22,288
9,2,7,6,1,,1,,,1,,,,BSE658,STATISTICS FOR MODERN BIOLOGY,Arjun Ramakrishnan,1,2024-25,289
15,2,16,19,4,6,1,,,,,,,BSE662,DECISION MAKING AND THE BRAIN,Arjun Ramakrishnan,2,2023-24,290
1,,2,2,,,,,,,,,,BSE658A,STATISTICS FOR MODERN BIOLOGY,Arjun Ramakrishnan,1,2023-24,291
1,1,,2,,,,,,,,,,BSE658,STATISTICS FOR MODERN BIOLOGY,Arjun Ramakrishnan,1,2023-24,292
16,2,12,11,4,6,1,1,,1,,,,BSE662A,DECISION MAKING AND THE BRAIN,Arjun Ramakrishnan,2,2022-23,293
,,,,,,,,,,9,,1,CGS801,SEMINAR ON COGNITIVE SCIENCE,Ark Verma,1,2024-25,294
,,4,5,,,,,,,,,,CGS702,PROJECT,Ark Verma,1,2024-25,295
4,,4,2,,,,,,1,,,,CGS610M,EXPERIMENT DESIGN AND ANALYSIS,Ark Verma,1,2024-25,296
6,4,1,,,,,,,1,,,,CGS601,FOUNDATIONS OF COGNITIVE SCIENCE,Ark Verma,1,2024-25,297
11,,12,6,9,9,4,3,,2,,,,CS685,DATA MINING,Arnab Bhattacharya,1,2024-25,298
14,1,31,3,,4,,1,,,,,,CS689,COMPUTATIONAL LINGUISTICS FOR INDIAN LANGUAGES,Arnab Bhattacharya,2,2023-24,299
8,,18,16,23,13,2,5,,,,,,CS315A,PRINCIPLES OF DATA BASE SYSTEMS,Arnab Bhattacharya,2,2022-23,300
5,3,9,11,,8,,,,3,,,,CS689A,COMPUTATIONAL LINGUISTICS FOR INDIAN LANGUAGES,Arnab Bhattacharya,1,2022-23,301
34,,43,,5,,4,,,2,,,,CS657A,INFORMATION RETRIVAL,Arnab Bhattacharya,2,2021-22,302
,1,3,1,2,3,,1,,1,,,,CHM600,MATHEMATICS FOR CHEMISTRY,Arnab Ghosh,1,2024-25,303
4,2,14,10,8,7,,3,1,,,,,CHM521,MATHEMATICS FOR CHEMISTRY,Arnab Ghosh,1,2024-25,304
84,35,92,91,83,106,26,60,10,22,,,,CHM112M,GENERAL CHEMISTRY: PHYSICAL CHEMISTRY,Arnab Ghosh,2,2023-24,305
1,,1,2,1,1,5,6,1,,,,,CHM102A,GENERAL CHEMISTRY,Arnab Ghosh,2,2023-24,306
,,,,,2,,1,,,,,,CHM667A,QUANTUM DYNAMICS IN CHEMISTRY,Arnab Ghosh,2,2022-23,307
8,6,19,10,17,13,3,15,,2,,,,MTH442,TIME SERIES ANALYSIS,Arnab Hazra,1,2024-25,308
10,3,15,13,4,6,2,1,,,,,,MTH422A,AN INTRODUCTION TO BAYESIAN ANALYSIS,Arnab Hazra,2,2023-24,309
5,3,13,11,5,7,1,2,,,,,,MTH643A,SPATIAL STATISTICS,Arnab Hazra,1,2023-24,310
9,13,10,13,1,7,,,,,,,,MTH535A,AN INTRODUCTION TO BAYESIAN ANALYSIS,Arnab Hazra,2,2022-23,311
1,,2,4,3,2,,,,,,,,AE703,COMPUTATIONAL METHODS,Arnab Samanta,1,2024-25,312
1,,1,1,,,,,,,,,,AE674,ADVANCED HYDRODYNAMIC STABILITY,Arnab Samanta,2,2023-24,313
,,1,,,,1,,,,,,,AE610A,AERODYNAMICS-I,Arnab Samanta,1,2023-24,314
,1,6,,8,5,8,13,2,,,,,AE610,AERODYNAMICS-I,Arnab Samanta,1,2023-24,315
2,,1,2,1,1,,,,,1,,,AE671A,AEROACOUSTICS,Arnab Samanta,2,2022-23,316
9,2,13,7,2,6,,2,,,,,,MSE662,ELECTRONIC AND METALLURGICAL WASTE RECYCLING,Arunabh Meshram,1,2024-25,317
11,3,25,24,2,19,,,,,,,,MSE314A,PROCESS ENGINEERING LABORATORY,Arunabh Meshram,2,2023-24,318
1,,,,,,,,,,,,,MSE626A,TRANSPORT PHENOMENA,Arunabh Meshram,1,2023-24,319
2,2,12,7,1,4,,,,,,,,MSE626,TRANSPORT PHENOMENA,Arunabh Meshram,1,2023-24,320
6,2,16,17,4,8,1,4,,,,,,MSE662A,ELECTRONIC AND METALLURGICAL WASTE RECYCLING,Arunabh Meshram,2,2022-23,321
2,,3,7,,,,,,,,,,AE611,MEASUREMENTS IN FLUID MECHANICS,Arun Kumar Perumal,1,2024-25,322
5,,5,5,15,16,11,13,3,2,,,,AE211,INCOMPRESSIBLE AERODYNAMICS,Arun Kumar Perumal,2,2023-24,323
1,2,10,7,12,7,5,13,5,,,,,AE311A,COMPRESSIBLE AERODYNAMICS,Arun Kumar Perumal,1,2023-24,324
3,,5,1,24,14,9,10,,8,,,,AE311A,COMPRESSIBLE AERODYNAMICS,Arun Kumar Perumal,1,2022-23,325
3,,18,,6,,6,,,1,,,,AE712A,EXPERIMENTAL FLOW CONTROL,Arun Kumar Perumal,2,2021-22,326
4,,13,,18,,7,,1,2,,,,AE610A,AERODYNAMICS-I,Arun Kumar Perumal,1,2021-22,327
1,2,8,4,5,5,,,,1,,,,ME670,ADDITIVE MANUFACTURING,Arvind Kumar,1,2024-25,328
2,,38,9,21,39,4,38,,,,,,ME261,PRIMARY MANUFACTURING PROCESSES,Arvind Kumar,2,2023-24,329
1,,,1,,,,,,,,,,ME670A,ADDITIVE MANUFACTURING,Arvind Kumar,1,2023-24,330
3,,5,4,2,5,,,,,,,,ME670,ADDITIVE MANUFACTURING,Arvind Kumar,1,2023-24,331
2,,2,1,1,1,1,,,,,,,ME664A,FUNDAMENTALS OF CASTING &  SOLIDIFICATION,Arvind Kumar,2,2022-23,332
27,8,26,20,15,21,8,17,,10,,,,ME381,ROBOTICS,Ashish Dutta,1,2024-25,333
3,1,4,6,,2,1,,,,,,,ME766,ROBOT MOTION PLANNING,Ashish Dutta,2,2023-24,334
15,3,15,14,20,16,32,33,,3,,,,ME461A,MANUFACTURING SYSTEMS,Ashish Dutta,2,2023-24,335
5,3,6,11,3,6,2,4,,2,,,,ME762A,INTRODUCTION TO ROBOTICS,Ashish Dutta,1,2023-24,336
5,,4,,4,,3,,,1,,,,ME762,INTRODUCTION TO ROBOTICS,Ashish Dutta,1,2023-24,337
3,1,5,1,3,4,2,,,,,,,SEE625,"STRUCTURAL, MICROSTRUCTURAL AND SPECTROSCOPIC CHARACTERIZATION OF MATERIALS",Ashish Garg,1,2024-25,338
9,,27,30,13,37,1,,,4,,,,SEE211,"ENERGY, CLIMATE CHANGE & SUSTAINABILITY",Ashish Garg,3,2023-24,339
30,3,147,22,38,,15,,,,,,,SEE211,"ENERGY, CLIMATE CHANGE & SUSTAINABILITY",Ashish Garg,2,2023-24,340
2,,3,1,1,1,1,,,1,,,,SEE613A,SOLAR PHOTOVOLTAICS,Ashish Garg,2,2022-23,341
2,2,,3,2,5,3,,,,,,,SEE602A,PHYSICS OF ENERGY MATERIALS,Ashish Garg,1,2022-23,342
6,,9,,10,,13,,,11,,,,AE641A,SPACE DYNAMICS-I,Ashish Tewari,2,2016-17,343
2,,2,,,,1,,,1,,,,AE777A,OPTIMAL SPACE FLIGHT CONTROL,Ashish Tewari,1,2016-17,344
1,,1,,1,,1,,,,,,,AE647A,FLIGHT DYNAMICS,Ashish Tewari,1,2016-17,345
,,6,,6,,5,,,8,,,,AE641A,SPACE DYNAMICS-I,Ashish Tewari,2,2015-16,346
,,1,,,,,,,1,,,,AE777A,OPTIMAL SPACE FLIGHT CONTROL,Ashish Tewari,1,2015-16,347
,,,,2,,,,,,,,,AE648,FLIGHT STABILITY AND CONTROL,Ashish Tewari,2,2013-14,348
2,1,4,4,4,4,3,5,,,,,,MTH612,INTRODUCTION TO COMMUTATIVE ALGEBRA,Ashis Mandal,1,2024-25,349
,,4,1,,1,3,,,5,,,,MTH648,DIFFERENTIAL GEOMETRY,Ashis Mandal,2,2023-24,350
39,8,227,125,195,235,151,171,34,115,,,,MTH112M,APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS,Ashis Mandal,1,2023-24,351
39,8,227,125,195,235,151,171,34,115,,,,MTH112M,APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS,Ashis Mandal,1,2023-24,352
,,,,3,1,7,3,,1,,,,MTH101A,MATHEMATICS I,Ashis Mandal,1,2023-24,353
,,,1,,,,,,,,,,AE602A,MATHEMATICS FOR AEROSPACE ENGG.,Ashoke De,3,2023-24,354
,,,2,1,4,,,,,,,,AE602,MATHEMATICS FOR AEROSPACE ENGG.,Ashoke De,3,2023-24,355
,,,,3,,,,,,,,,AE341A,AIRBREATHING PROPULSION,Ashoke De,3,2023-24,356
,,,4,,,,,,,,,,AE703A,COMPUTATIONAL METHODS,Ashoke De,1,2023-24,357
,1,4,4,3,1,,,,1,,,,AE703,COMPUTATIONAL METHODS,Ashoke De,1,2023-24,358
5,,23,17,,6,1,,,,,,,BSE412A,BIOMATERIAL PHYSIOLOGY & BIO-MEMS LABORATORY,Ashok Kumar,1,2024-25,359
11,,9,36,1,3,,,1,,,,,BSE412,BIOMATERIAL PHYSIOLOGY & BIO-MEMS LABORATORY,Ashok Kumar,1,2024-25,360
1,2,1,,,,,,,,,,,BSE612,BIOCHEMICAL ENGINEERING,Ashok Kumar,2,2023-24,361
7,4,7,11,13,10,1,6,,1,,,,BSE222,BIOCHEMICAL ENGINEERING,Ashok Kumar,2,2023-24,362
4,,10,3,18,19,17,9,,6,,,,MTH302,SET THEORY & LOGIC,Ashutosh Kumar,1,2024-25,363
,1,1,,,,,,,1,,,,IDC608,COMPUTABILITY THEORY,Ashutosh Kumar,2,2023-24,364
,,,1,3,1,5,2,,2,,,,MTH301A,ANALYSIS- I,Ashutosh Kumar,1,2023-24,365
4,1,12,12,17,9,9,4,,4,,,,MTH301,ANALYSIS - I,Ashutosh Kumar,1,2023-24,366
,1,,,,,,,,,,,,MTH727A,SET THEORY AND FORCING,Ashutosh Kumar,2,2022-23,367
14,,6,19,,,,,,1,,,,CS779,STATISTICAL NATURAL LANGUAGE PROCESSING,Ashutosh Modi,1,2024-25,368
5,,4,4,2,2,,,1,,,,,CS780,DEEP REINFORCEMENT LEARNING,Ashutosh Modi,2,2023-24,369
8,,4,5,,1,,,,,,,,CS779A,STATISTICAL NATURAL LANGUAGE PROCESSING,Ashutosh Modi,1,2023-24,370
5,,1,2,,,,,,,,,,CS779,STATISTICAL NATURAL LANGUAGE PROCESSING,Ashutosh Modi,1,2023-24,371
9,,12,11,5,8,,,,,,,,CS779A,STATISTICAL NATURAL LANGUAGE PROCESSING,Ashutosh Modi,2,2022-23,372
4,,2,,5,,2,,,,,,,CHE688A,FUNDM. OF COLLOID & INTERFACE SCI. & TECH.,Ashutosh Sharma,2,2022-23,373
2,1,16,7,6,13,2,7,,,,,,BSE616,BIOPHARMACEUTICALS,Ashwani Kumar Thakur,2,2023-24,374
9,2,6,7,2,5,2,1,,,,,,BSE616A,BIOPHARMACEUTICALS,Ashwani Kumar Thakur,2,2022-23,375
24,2,41,26,63,55,23,33,,8,,,,ESO206A,PRINCIPLES OF BIOTECHNOLOGY,Ashwani Kumar Thakur,1,2022-23,376
4,,13,,4,,1,,,1,,,,BSE616A,BIOPHARMACEUTICALS,Ashwani Kumar Thakur,2,2021-22,377
34,10,74,,71,,51,,,12,,,,ESO206A,PRINCIPLES OF BIOTECHNOLOGY,Ashwani Kumar Thakur,1,2021-22,378
195,,222,,68,,23,,,3,,,,PHY101A,PHYSICS LABORATORY,Asima Pradhan,1,2019-20,379
145,,209,,63,,2,,,3,,,,PHY101A,PHYSICS LABORATORY,Asima Pradhan,1,2016-17,380
120,,169,,92,,11,,,,,,,PHY101A,PHYSICS LABORATORY,Asima Pradhan,1,2014-15,381
,,1,,,,,,,,,,,PHY610,INTRODUCTION TO BIOPHOTONICS,Asima Pradhan,2,2011-12,382
3,3,1,4,,,,,,,,,,ME698F,HYDRODYNAMICS INSTABILITY,Avinash Kumar Agarwal,2,2023-24,383
4,4,2,4,2,,,,,,,,,ME690,ALTERNATIVE FUELS & ADVANCE IN IC ENGINES,Avinash Kumar Agarwal,2,2023-24,384
56,13,83,70,63,83,15,28,13,7,,,,ESO201,THERMODYNAMICS,Avinash Kumar Agarwal,1,2023-24,385
2,3,1,1,,2,,,,,,,,ME690A,ALTERNATIVE FUELS & ADVANCE IN IC ENGINES,Avinash Kumar Agarwal,2,2022-23,386
2,1,3,3,2,1,,,,,,,,ME359A,INTERNAL COMBUSTION ENGINES,Avinash Kumar Agarwal,1,2022-23,387
3,,4,,1,,,,,2,,,,ME690A,ALTERNATIVE FUELS & ADVANCE IN IC ENGINES,Avinash Kumar Agarwal,2,2021-22,388
5,4,13,11,3,11,1,1,,5,,,,EE614,SOLID STATE DEVICES I,Avinash Lahgere,1,2024-25,389
2,,1,3,2,4,4,1,,2,,,,EE311A,MICROELECTRONICS II,Avinash Lahgere,3,2023-24,390
2,,6,2,3,3,1,,,,,,,EE614A,SOLID STATE DEVICES I,Avinash Lahgere,2,2022-23,391
5,,2,,,,7,2,,12,,,,PHY552A,CLASSICAL ELECTRODYNAMICS I,Avinash Singh,2,2023-24,392
3,,15,3,5,5,15,3,,6,,,,PHY552,CLASSICAL ELECTRODYNAMICS I,Avinash Singh,2,2023-24,393
4,,4,2,4,1,,,,,,,,PHY690N,CORRELATED ELECTRONS AND QUANTUM MAGNETISM,Avinash Singh,1,2023-24,394
1,,7,,,,,,,,,,,PHY690N,CORRELATED ELECTRONS AND QUANTUM MAGNETISM,Avinash Singh,1,2022-23,395
7,1,14,,17,,30,,,10,,,,PHY552A,CLASSICAL ELECTRODYNAMICS I,Avinash Singh,1,2019-20,396
2,,1,,,,,,,,,,,PHY690N,CORRELATED ELECTRONS AND QUANTUM MAGNETISM,Avinash Singh,2,2019-20,397
7,,48,10,11,59,9,8,15,,,,,ESO208,COMPUTATIONAL METHODS IN ENGINEERING,Balaji Devaraju,1,2024-25,398
,,2,,1,1,,1,,,,,,CE678,INTRODUCTION TO GEODESY,Balaji Devaraju,1,2024-25,399
,,2,,,1,,,,,,,,CE670,ENVIRONMENTAL GEODESY,Balaji Devaraju,2,2023-24,400
2,1,10,7,1,3,,,,3,,,,EE698D,SPECIAL TOPICS IN MICROELECTRONICS,Baquer Mazhari,1,2024-25,401
4,,9,6,7,7,,1,,,,,,EE698N,INTRODUCTION TO FLEXIBLE ELECTRONICS,Baquer Mazhari,2,2023-24,402
1,1,2,,,,,,,,,,,EE698D,SPECIAL TOPICS IN MICROELECTRONICS,Baquer Mazhari,1,2023-24,403
3,,9,5,3,10,,,,1,,,,EE698N,INTRODUCTION TO FLEXIBLE ELECTRONICS,Baquer Mazhari,2,2022-23,404
3,,9,5,,6,,,,1,,,,EE698D,SMART GRID TECHNOLOGY,Baquer Mazhari,1,2022-23,405
,,1,1,,2,,,,1,,,,ME682,DIFFERENCE EQUATIONS FOR ENGINEERS,Basant Lal Sharma,2,2023-24,406
,,,2,,,,,,,,,,ME621A,INTRODUCTION TO SOLID MECHANICS,Basant Lal Sharma,1,2023-24,407
1,,9,3,8,11,5,8,,4,,,,ME621,INTRODUCTION TO SOLID MECHANICS,Basant Lal Sharma,1,2023-24,408
2,,,1,,1,1,,,1,,,,ME724A,MECHANICS OF BIOLOGICAL MEMBRANES,Basant Lal Sharma,1,2022-23,409
,,2,,2,,,,,1,,,,ME624A,CALCULUS OF VARIATIONS,Basant Lal Sharma,2,2021-22,410
,,,,10,4,5,7,,4,,,,CHM113M,GENERAL CHEMISTRY: INORGANIC & ORGANIC CHEMISTRY,Basker Sundararaju,3,2023-24,411
8,3,4,7,,3,1,,,,,,,CHM344A,INORGANIC CHEMISTRY LABORATORY EXPERIMENTS,Basker Sundararaju,2,2023-24,412
4,1,5,8,3,4,,,,,,,,CHM648A,THE CHEMISTRY OF METAL-CARBON BOND: STRUCTURE REACTIVITY & APPLICATIONS,Basker Sundararaju,1,2023-24,413
1,1,3,,,2,,,,,,,,CHM648,THE CHEMISTRY OF METAL-CARBON BOND: STRUCTURE REACTIVITY & APPLICATIONS,Basker Sundararaju,1,2023-24,414
36,1,5,8,1,,,,,,,,,CHM443A,INORGANIC CHEMISTRY LAB,Basker Sundararaju,2,2022-23,415
4,4,,5,,1,,,,,,,,CHM631A,APPLICATIONS OF MODERN INSTRUMENTAL METHODS,Basker Sundararaju,1,2022-23,416
4,1,5,3,5,4,1,1,,,,,,CE671,INTRODUCTION TO REMOTE SENSING,Bharat Lohani,1,2024-25,417
1,,5,1,3,5,,2,,,,,,CE676,LASER SCANNING AND PHOTOGRAMMETRY,Bharat Lohani,2,2023-24,418
9,2,23,18,22,31,20,10,8,5,,,,CE331A,GEOINFORMATICS,Bharat Lohani,1,2023-24,419
1,,,3,1,,,,,,,,,CE676A,LASER SCANNING AND PHOTOGRAMMETRY,Bharat Lohani,2,2022-23,420
1,1,2,4,2,2,2,2,,,,,,CE671A,INTRODUCTION TO REMOTE SENSING,Bharat Lohani,1,2022-23,421
,,1,,2,2,,,,1,,,,ME752,OPTIMIZATION METHODS IN ENGINEERING DESIGN,Bhaskar Dasgupta,2,2023-24,422
,,1,,,,1,1,2,1,,,,ME681A,MATHEMATICS FOR ENGINEERS,Bhaskar Dasgupta,1,2023-24,423
3,,8,10,17,36,9,34,2,10,,,,ME681,MATHEMATICS FOR ENGINEERS,Bhaskar Dasgupta,1,2023-24,424
3,1,3,1,,1,,,,3,,,,ME752A,OPTIMIZATION METHODS IN ENGINEERING DESIGN,Bhaskar Dasgupta,2,2022-23,425
11,1,10,10,15,19,18,32,,20,,,,ME352A,THEORY OF MECHANISMS & MACHINES,Bhaskar Dasgupta,1,2022-23,426
4,,2,,,,,,,,,,,MTH633,INTRODUCTION TO HYPERBOLIC GEOMETRY,Bidyut Sanki,1,2024-25,427
1,,2,4,3,,1,1,,1,,,,MTH649A,ALGEBRAIC TOPOLOGY,Bidyut Sanki,1,2023-24,428
5,1,,,1,,,,,,,,,MTH633A,INTRODUCTION TO HYPERBOLIC GEOMETRY,Bidyut Sanki,2,2022-23,429
8,3,13,8,23,11,22,13,,32,,,,MTH305A,SEVERAL VARIABLE CALCULUS & DEFFERENTIAL GEOMETRY,Bidyut Sanki,1,2022-23,430
7,4,12,,13,,7,,,2,,,,MTH301A,ANALYSIS- I,Bidyut Sanki,1,2021-22,431
,,9,1,4,4,2,2,,,,,,CE631,ADVANCED GEOTECHNICAL ENGINEERING,Bipin Kumar Gupta,1,2024-25,432
